"ID,""GEO"",""SECTOR"",""EMPLOYEES"",""INCOME"",""MARKETING_SPENDING"",""ACC_BEFORE"",""PWC_PRESS_INDEX"",""FB_LIKES"",""TWT_FOLLOWERS"",""YEAR_FOUNDED"",""EXP_CEO"",""AREA"",""PWC_EMPLOYEES"",""CREDIT"",""FLAG"""
"7167,""  21.0448607236659  , 52.2810680280789  "",""IT"",""2"",""200282"",""5019"",""1"",""-5.89797309680602"",""484"",""102"",""2008"",""NA"",""66"",""3"",""1501"",""0"""
"7168,"" 21.028045264892  , 52.2304540219344    "",""PUB"",""4"",""150424"",""7931"",""0"",""-11.7182557312383"",""1584"",""179"",""2006"",""NA"",""30"",""0"",""0"",""0"""
"7169,""  21.0975250240113  , 52.2858439241187  "",""IT"",""2"",""200257"",""5058"",""1"",""-4.38355535603526"",""526"",""109"",""2003"",""7"",""67"",""2"",""0"",""0"""
"7170,"" 21.0077382666911  , 52.2218656100798    "",""PUB"",""4"",""499215"",""30263"",""0"",""-3.56063809358191"",""6072"",""588"",""2011"",""NA"",""49"",""1"",""60109"",""1"""
"7171,""  21.0937789043016  , 52.2927933265804  "",""IT"",""28"",""199635"",""5055"",""1"",""-2.57999497465154"",""482"",""113"",""2002"",""6"",""70"",""0"",""1720"",""0"""
"7172,""  21.0822760536755  , 52.2941504754126  "",""IT"",""4"",""200404"",""5024"",""0"",""-4.06833010001935"",""582"",""104"",""2006"",""7"",""79"",""1"",""1402"",""0"""
"7173,""  21.0481427920121  , 52.2931184980576  "",""RESTAURANT"",""5"",""150100"",""7858"",""0"",""-10.7237007946017"",""1581"",""147"",""2006"",""NA"",""26"",""1"",""0"",""0"""
"7174,"" 21.1614772797674  , 52.2189942651126   "",""IT"",""52"",""272470"",""9981"",""0"",""-1.92186950539489"",""995"",""193"",""2002"",""NA"",""337"",""1"",""771"",""0"""
"7175,""  21.0416342165275  , 52.2966265523829  "",""IT"",""31"",""200317"",""5047"",""0"",""-6.16416837641099"",""484"",""110"",""2004"",""7"",""70"",""1"",""0"",""1"""
"7176,"" 21.0051179064391  , 52.2311924080877    "",""IT"",""21"",""410250"",""35940"",""1"",""3.09843286490498"",""3597"",""732"",""2012"",""7"",""201"",""3"",""59485"",""1"""
"7177,"" 21.1830651752744  , 52.1774116789387   "",""IT"",""5"",""91133"",""7809"",""0"",""1.26528105514426"",""727"",""159"",""2013"",""1"",""68"",""3"",""20050"",""1"""
"7178,""  21.0611688056355  , 52.279034816646  "",""IT"",""5"",""200144"",""4962"",""0"",""-4.03611988279047"",""479"",""86"",""2000"",""NA"",""72"",""0"",""1002"",""0"""
"7179,"" 21.1892681655819  , 52.1866927432758   "",""IT"",""52"",""383480"",""9879"",""0"",""-2.27710236127865"",""999"",""213"",""2006"",""14"",""360"",""3"",""1127"",""0"""
"7180,""  21.0652019400639  , 52.2892366641248  "",""RESTAURANT"",""1"",""48800"",""8040"",""0"",""-15.6972063737219"",""1579"",""157"",""2010"",""NA"",""28"",""0"",""13046"",""0"""
"7181,""  21.0979484773963  , 52.2849505912722  "",""IT"",""2"",""199630"",""5061"",""0"",""-4.35443016153319"",""474"",""111"",""2003"",""6"",""71"",""1"",""593"",""0"""
"7182,"" 21.0145488326582  , 52.2362283080164    "",""IT"",""5"",""143500"",""6950"",""0"",""0.718735423103153"",""688"",""131"",""2012"",""6"",""21"",""1"",""0"",""1"""
"7183,"" 21.0093363396255  , 52.227710473272    "",""IT"",""6"",""93000"",""9980"",""0"",""3.36966054705779"",""983"",""205"",""2013"",""NA"",""20"",""2"",""0"",""1"""
"7184,""  21.0424041066901  , 52.2848033752129  "",""IT"",""4"",""199336"",""4988"",""1"",""-5.52153163967494"",""545"",""76"",""1998"",""NA"",""72"",""1"",""696"",""0"""
"7185,"" 21.0203531864779  , 52.2384074058244    "",""IT"",""25"",""492250"",""35940"",""0"",""3.18045862043623"",""3544"",""738"",""2008"",""NA"",""203"",""9"",""59706"",""1"""
"7186,"" 21.0002432437849  , 52.2371877279086    "",""CAFE"",""3"",""150569"",""8023"",""0"",""-0.944205346852415"",""1663"",""182"",""2011"",""NA"",""27"",""0"",""0"",""0"""
"7187,"" 21.0155645577896  , 52.227733344771    "",""RESTAURANT"",""4"",""149991"",""8028"",""0"",""3.0186816415048"",""1568"",""183"",""2006"",""NA"",""26"",""0"",""0"",""0"""
"7188,"" 21.001038113761  , 52.2284420206351    "",""CAFE"",""4"",""499615"",""29845"",""0"",""-1.6633222074142"",""5922"",""633"",""2012"",""NA"",""45"",""1"",""35141"",""1"""
"7189,"" 21.141104431049  , 52.196126322744   "",""CAFE"",""4"",""149427"",""7936"",""0"",""-3.83097682893584"",""1533"",""163"",""2005"",""NA"",""28"",""1"",""12950"",""0"""
"7190,"" 21.0251980125774  , 52.2370235672267    "",""IT"",""23"",""466500"",""33930"",""0"",""3.77826938054378"",""3411"",""711"",""2009"",""5"",""202"",""3"",""0"",""1"""
"7191,"" 21.0240580863806  , 52.2225412103068    "",""IT"",""6"",""98100"",""12050"",""0"",""1.44440089134921"",""1168"",""254"",""2013"",""6"",""23"",""1"",""0"",""1"""
"7192,"" 21.0064737185375  , 52.2232568636397    "",""CAFE"",""1"",""150456"",""7819"",""0"",""-7.407938860058"",""1622"",""161"",""2008"",""NA"",""30"",""0"",""20212"",""1"""
"7193,""  21.0414197721193  , 52.2919611032773  "",""IT"",""2"",""200011"",""4902"",""0"",""-5.23174154715026"",""484"",""95"",""2000"",""4"",""72"",""1"",""0"",""0"""
"7194,"" 21.0171702277826  , 52.228327863398    "",""IT"",""6"",""19300"",""7970"",""0"",""1.53470220295375"",""807"",""165"",""2009"",""NA"",""20"",""1"",""4007"",""1"""
"7195,"" 21.1676673955582  , 52.1912489224854   "",""IT"",""53"",""262390"",""9964"",""0"",""-1.86978297499336"",""1042"",""198"",""2004"",""NA"",""341"",""3"",""10100777"",""1"""
"7196,""  21.0350297932001  , 52.2992066068412  "",""IT"",""30"",""198972"",""5003"",""1"",""-5.60225368944676"",""462"",""103"",""2004"",""7"",""75"",""0"",""685"",""0"""
"7197,"" 21.1557140508033  , 52.2078049850813   "",""IT"",""53"",""302710"",""10062"",""0"",""-2.12022773766745"",""1060"",""227"",""2003"",""NA"",""358"",""2"",""983"",""1"""
"7198,"" 21.0184420595695  , 52.2220325825829    "",""IT"",""20"",""369250"",""33950"",""1"",""3.0240849198591"",""3476"",""691"",""2010"",""7"",""198"",""7"",""60818"",""1"""
"7199,"" 21.0257266424038  , 52.222441951856    "",""PUB"",""5"",""498624"",""30009"",""0"",""29.1423438359315"",""5901"",""561"",""2013"",""NA"",""51"",""1"",""35136"",""0"""
"7200,""  21.0579205643013  , 52.272156187587  "",""IT"",""24"",""200562"",""4906"",""0"",""-6.28557276190138"",""458"",""84"",""2003"",""NA"",""75"",""0"",""0"",""0"""
"7201,""  21.0510580407293  , 52.2826194933639  "",""IT"",""4"",""199687"",""4775"",""0"",""-3.619581633549"",""468"",""96"",""2003"",""NA"",""65"",""2"",""1002"",""0"""
"7202,""  21.0787845502701  , 52.2861858409899  "",""IT"",""4"",""200340"",""4806"",""0"",""-4.83500533613764"",""472"",""93"",""2005"",""NA"",""65"",""1"",""1303"",""0"""
"7203,"" 21.0082490038876  , 52.2370582312671    "",""CAFE"",""5"",""499004"",""29743"",""0"",""2.90716033760273"",""5957"",""579"",""2013"",""NA"",""51"",""0"",""25024"",""1"""
"7204,"" 21.0053561081423  , 52.237170260381    "",""PUB"",""6"",""499375"",""29761"",""0"",""5.92818386537467"",""5941"",""598"",""2013"",""2"",""57"",""0"",""25102"",""0"""
"7205,""  21.0650941653852  , 52.2742934683175  "",""IT"",""3"",""200438"",""4940"",""0"",""-5.02651014442277"",""500"",""112"",""2001"",""8"",""70"",""1"",""899"",""1"""
"7206,"" 21.0215750085218  , 52.2220441688551    "",""PUB"",""2"",""149852"",""7796"",""0"",""-3.1464401508747"",""1604"",""167"",""2001"",""NA"",""31"",""1"",""0"",""0"""
"7207,""  21.0716281190212  , 52.2797220857465  "",""IT"",""3"",""200339"",""5031"",""0"",""-3.85865475426975"",""512"",""81"",""2005"",""NA"",""74"",""2"",""994"",""1"""
"7208,"" 21.0277156228931  , 52.2382845247677    "",""IT"",""19"",""459500"",""51980"",""1"",""1.64712310636675"",""5128"",""1085"",""2009"",""7"",""199"",""3"",""60585"",""1"""
"7209,""  21.0961604127102  , 52.2951003299188  "",""IT"",""27"",""200107"",""5056"",""0"",""-6.60111214655882"",""474"",""113"",""2001"",""NA"",""68"",""1"",""0"",""1"""
"7210,""  21.0424775646138  , 52.298267007356  "",""IT"",""2"",""199547"",""4969"",""1"",""-7.13127713719325"",""509"",""89"",""2001"",""10"",""72"",""0"",""799"",""0"""
"7211,"" 21.0244972565351  , 52.2285417546751    "",""CAFE"",""4"",""500303"",""30056"",""0"",""4.50169708942968"",""5985"",""657"",""2011"",""NA"",""47"",""0"",""45096"",""1"""
"7212,""  21.0908033164614  , 52.2770185640035  "",""IT"",""3"",""199023"",""5091"",""0"",""-2.44036883307988"",""515"",""89"",""1999"",""9"",""77"",""0"",""1205"",""1"""
"7213,""  21.0712006057845  , 52.2735909925518  "",""IT"",""4"",""199601"",""5006"",""1"",""-4.22930603268955"",""558"",""87"",""2001"",""5"",""66"",""1"",""898"",""0"""
"7214,""  21.0913347996236  , 52.272300346354  "",""IT"",""34"",""200652"",""5111"",""0"",""-2.33105218600512"",""512"",""106"",""2002"",""6"",""77"",""0"",""0"",""1"""
"7215,"" 21.1352695632624  , 52.2159533146466   "",""PUB"",""3"",""150371"",""7909"",""1"",""2.24931347550361"",""1606"",""168"",""2013"",""3"",""29"",""0"",""31140"",""0"""
"7216,"" 21.0257244006225  , 52.2291871182108    "",""RESTAURANT"",""4"",""500052"",""29879"",""0"",""-5.51831387325239"",""5956"",""591"",""2013"",""NA"",""47"",""0"",""55192"",""1"""
"7217,"" 21.1946456080237  , 52.2183750850544   "",""IT"",""8"",""84036"",""7797"",""0"",""1.16812798617483"",""705"",""158"",""2010"",""NA"",""67"",""1"",""20461"",""0"""
"7218,""  21.0402378843911  , 52.2795274279686  "",""IT"",""34"",""200661"",""4927"",""1"",""-6.5449159467504"",""463"",""118"",""2009"",""NA"",""76"",""1"",""926"",""0"""
"7219,"" 21.0133456005999  , 52.2276932730945    "",""RESTAURANT"",""4"",""150662"",""7982"",""1"",""-12.1037652447556"",""1691"",""156"",""2004"",""NA"",""26"",""0"",""0"",""0"""
"7220,"" 21.1625546753164  , 52.2070381453657   "",""IT"",""48"",""302710"",""9994"",""1"",""-1.03399718081627"",""1037"",""212"",""2001"",""11"",""343"",""4"",""759"",""1"""
"7221,"" 21.0240453037112  , 52.2295902900072    "",""IT"",""29"",""369250"",""31980"",""1"",""2.41094889336592"",""3219"",""614"",""2010"",""NA"",""204"",""1"",""0"",""1"""
"7222,"" 21.0156509136006  , 52.2215327542508    "",""RESTAURANT"",""4"",""150598"",""7942"",""0"",""-13.5454970237838"",""1508"",""152"",""2008"",""NA"",""32"",""1"",""0"",""0"""
"7223,""  21.088338788203  , 52.2778419240797  "",""IT"",""3"",""199350"",""5089"",""1"",""-2.91532509918117"",""507"",""99"",""2002"",""9"",""79"",""1"",""894"",""0"""
"7224,""  21.0701625631703  , 52.2890721115167  "",""IT"",""2"",""199734"",""5070"",""1"",""-3.63748696557525"",""463"",""116"",""2000"",""NA"",""67"",""2"",""900"",""0"""
"7225,"" 21.0230963838194  , 52.2287156248838    "",""IT"",""3"",""78900"",""13040"",""0"",""2.11612098447675"",""1342"",""257"",""2010"",""3"",""24"",""2"",""-1994"",""1"""
"7226,""  21.093049217409  , 52.2950271150912  "",""IT"",""4"",""200133"",""4923"",""0"",""-5.84222462970685"",""515"",""97"",""1999"",""5"",""68"",""2"",""697"",""1"""
"7227,""  21.0492734447611  , 52.2820420448598  "",""IT"",""2"",""199820"",""5059"",""1"",""-6.55902781477312"",""538"",""90"",""2003"",""6"",""65"",""0"",""0"",""0"""
"7228,"" 21.0125003539789  , 52.2275204278715    "",""IT"",""17"",""472750"",""46070"",""1"",""1.38811079137409"",""4696"",""912"",""2009"",""NA"",""210"",""5"",""61353"",""1"""
"7229,"" 21.1333618292548  , 52.1953651642939   "",""PUB"",""2"",""149319"",""8112"",""0"",""-14.604101250772"",""1741"",""166"",""2008"",""NA"",""34"",""2"",""24060"",""0"""
"7230,"" 21.0218613727654  , 52.2396500516031    "",""RESTAURANT"",""4"",""500476"",""30071"",""0"",""0.729260725675214"",""6137"",""627"",""2012"",""NA"",""44"",""0"",""25038"",""1"""
"7231,"" 21.0112128215602  , 52.2221058673412    "",""IT"",""17"",""393750"",""41950"",""1"",""1.6592457558349"",""4197"",""851"",""2009"",""NA"",""205"",""8"",""60788"",""1"""
"7232,"" 21.0007660361133  , 52.2225464475621    "",""IT"",""8"",""84900"",""6920"",""0"",""1.43850774561986"",""729"",""129"",""2014"",""NA"",""21"",""1"",""1004"",""1"""
"7233,""  21.0600050457637  , 52.2793287945492  "",""IT"",""4"",""199675"",""4900"",""1"",""-4.0893546607033"",""471"",""103"",""2003"",""5"",""78"",""1"",""596"",""0"""
"7234,"" 21.0211746459496  , 52.2285862060171    "",""RESTAURANT"",""4"",""149503"",""7971"",""0"",""0.758570500424046"",""1539"",""153"",""2008"",""NA"",""26"",""1"",""19915"",""1"""
"7235,""  21.0675647733081  , 52.2991698709363  "",""IT"",""4"",""200172"",""4872"",""1"",""-4.58596731871905"",""457"",""88"",""2002"",""5"",""74"",""1"",""898"",""0"""
"7236,"" 21.1331246096781  , 52.2060892393975   "",""IT"",""50"",""272340"",""10061"",""1"",""-2.01564128194847"",""969"",""195"",""2005"",""NA"",""341"",""6"",""1075"",""0"""
"7237,""  21.0955705111451  , 52.2724067505007  "",""IT"",""3"",""200421"",""4830"",""0"",""-5.14309694202844"",""494"",""90"",""1996"",""11"",""71"",""1"",""990"",""0"""
"7238,""  21.0990557922609  , 52.2731897511962  "",""IT"",""28"",""200171"",""5038"",""0"",""-4.68061749946048"",""528"",""101"",""1997"",""NA"",""71"",""0"",""1710"",""1"""
"7239,"" 21.0040367239336  , 52.2360502686957    "",""IT"",""5"",""-900"",""11030"",""1"",""2.43525568067811"",""1113"",""230"",""2012"",""4"",""25"",""2"",""0"",""0"""
"7240,""  21.0905942597147  , 52.2751555845956  "",""IT"",""3"",""200029"",""5000"",""0"",""-2.95800336897728"",""518"",""87"",""1997"",""6"",""71"",""0"",""0"",""1"""
"7241,""  21.0902394756791  , 52.2981347728451  "",""IT"",""32"",""200169"",""4974"",""0"",""-4.14392600713883"",""491"",""92"",""2010"",""7"",""73"",""2"",""1207"",""0"""
"7242,"" 21.1740864630761  , 52.2111836957326   "",""CAFE"",""4"",""149319"",""8164"",""0"",""6.11399805065466"",""1627"",""182"",""2007"",""NA"",""28"",""0"",""15010"",""0"""
"7243,"" 21.1596632221965  , 52.2008676613611   "",""PUB"",""3"",""149483"",""8034"",""1"",""-3.04103792365184"",""1558"",""170"",""2010"",""NA"",""25"",""1"",""0"",""0"""
"7244,"" 21.0100916533545  , 52.2211971589411    "",""IT"",""17"",""347750"",""45830"",""0"",""4.67073624480022"",""4612"",""899"",""2004"",""10"",""189"",""6"",""61006"",""1"""
"7245,"" 21.1903211699231  , 52.1776337994193   "",""CAFE"",""3"",""150415"",""8014"",""0"",""5.29519089573468"",""1615"",""167"",""2009"",""NA"",""29"",""3"",""0"",""0"""
"7246,""  21.0995274770563  , 52.2718288360816  "",""IT"",""3"",""200779"",""4971"",""0"",""-3.84182370983892"",""525"",""112"",""1999"",""8"",""66"",""3"",""1801"",""0"""
"7247,""  21.0886337344954  , 52.2888904166385  "",""IT"",""37"",""199272"",""5001"",""1"",""-4.47805332008033"",""521"",""105"",""2005"",""NA"",""70"",""0"",""0"",""1"""
"7248,""  21.0773899658327  , 52.2722920628963  "",""PUB"",""1"",""150100"",""7924"",""0"",""-27.2533691212072"",""1679"",""169"",""2005"",""NA"",""26"",""1"",""25129"",""1"""
"7249,""  21.0370359537797  , 52.2706128236698  "",""IT"",""5"",""199553"",""4900"",""1"",""-6.84099355543751"",""479"",""113"",""1998"",""4"",""69"",""0"",""1302"",""0"""
"7250,"" 21.0089115977325  , 52.2368889134377    "",""IT"",""27"",""401000"",""38090"",""1"",""3.49313761307683"",""3832"",""756"",""2008"",""NA"",""186"",""4"",""59469"",""1"""
"7251,"" 21.1543460826296  , 52.2196195053216   "",""IT"",""4"",""84042"",""7391"",""0"",""3.78118629498891"",""736"",""143"",""2009"",""NA"",""68"",""2"",""20246"",""0"""
"7252,"" 21.0090721221652  , 52.2329165683221    "",""IT"",""24"",""523000"",""31880"",""1"",""2.85097485441029"",""3203"",""670"",""2009"",""7"",""193"",""5"",""0"",""1"""
"7253,"" 21.0047405720814  , 52.220194995068    "",""PUB"",""5"",""499258"",""30015"",""0"",""5.99547024463376"",""6064"",""635"",""2013"",""NA"",""46"",""0"",""40282"",""1"""
"7254,""  21.0902239271184  , 52.2925696672709  "",""CAFE"",""3"",""140200"",""7962"",""0"",""-0.404534865304488"",""1571"",""138"",""2005"",""4"",""27"",""0"",""0"",""1"""
"7255,"" 21.1583720640037  , 52.1830746350624   "",""CAFE"",""3"",""150233"",""7985"",""0"",""-2.48072127094191"",""1627"",""166"",""2006"",""NA"",""31"",""1"",""25020"",""0"""
"7256,""  21.0647086803708  , 52.2751926554134  "",""IT"",""31"",""199319"",""4932"",""0"",""-4.83002710148029"",""505"",""96"",""2000"",""NA"",""70"",""0"",""0"",""1"""
"7257,"" 21.0246765316869  , 52.2286481787823    "",""PUB"",""4"",""499193"",""30080"",""1"",""13.0328150286522"",""5926"",""613"",""2013"",""NA"",""48"",""0"",""40100"",""1"""
"7258,"" 21.0115925488919  , 52.2359830748988    "",""PUB"",""1"",""149639"",""7830"",""1"",""-9.94449040165166"",""1668"",""159"",""2005"",""5"",""26"",""0"",""19941"",""0"""
"7259,"" 21.0173846502297  , 52.2288595883641    "",""CAFE"",""6"",""149677"",""7946"",""0"",""10.2617544965601"",""1634"",""159"",""2004"",""6"",""31"",""1"",""0"",""0"""
"7260,"" 21.0032322744115  , 52.2273758799816    "",""IT"",""8"",""72800"",""11990"",""0"",""1.87605213882496"",""1203"",""244"",""2012"",""6"",""21"",""1"",""3"",""1"""
"7261,"" 21.0062125034204  , 52.2309735217411    "",""IT"",""8"",""50600"",""14020"",""0"",""1.49734216921119"",""1424"",""286"",""2013"",""NA"",""19"",""3"",""4006"",""1"""
"7262,"" 21.0096835298033  , 52.2226433782186    "",""IT"",""3"",""65800"",""8970"",""0"",""3.98724436169098"",""871"",""193"",""2013"",""7"",""23"",""1"",""1003"",""1"""
"7263,"" 21.0037399287596  , 52.2213827797957    "",""IT"",""23"",""385500"",""37990"",""1"",""0.607812951920538"",""3816"",""800"",""2006"",""5"",""195"",""10"",""0"",""1"""
"7264,""  21.048166990683  , 52.2805912835733  "",""IT"",""3"",""200417"",""4955"",""1"",""-3.96018021280909"",""470"",""87"",""2004"",""6"",""70"",""0"",""1099"",""0"""
"7265,"" 21.0242813264613  , 52.2313079552725    "",""PUB"",""6"",""500863"",""29828"",""0"",""32.0622507579454"",""6093"",""561"",""2011"",""3"",""49"",""1"",""50121"",""0"""
"7266,""  21.0784174866905  , 52.2924423615844  "",""IT"",""29"",""199096"",""4929"",""1"",""-5.12056209620407"",""490"",""100"",""2001"",""4"",""72"",""1"",""1024"",""0"""
"7267,""  21.0754249574174  , 52.2908095718198  "",""RESTAURANT"",""7"",""129700"",""8006"",""0"",""-8.65947145681796"",""1551"",""162"",""2010"",""NA"",""30"",""0"",""0"",""0"""
"7268,"" 21.0247297605828  , 52.2206756823743    "",""RESTAURANT"",""5"",""149862"",""8060"",""0"",""-11.8751307888962"",""1509"",""157"",""2010"",""NA"",""29"",""0"",""0"",""1"""
"7269,""  21.0848407547665  , 52.2979199789418  "",""IT"",""6"",""199852"",""4898"",""1"",""-5.6815033471698"",""500"",""99"",""2003"",""8"",""68"",""1"",""700"",""0"""
"7270,"" 21.0249644562032  , 52.2388781165425    "",""PUB"",""4"",""499773"",""30120"",""0"",""4.78956156525599"",""5984"",""631"",""2013"",""NA"",""50"",""1"",""60271"",""1"""
"7271,""  21.0379452188662  , 52.283095039865  "",""IT"",""30"",""200223"",""4936"",""0"",""-5.82897566721155"",""483"",""87"",""2005"",""7"",""76"",""1"",""1207"",""0"""
"7272,"" 21.1479650889738  , 52.2047699142527   "",""IT"",""5"",""73927"",""6798"",""0"",""-1.62819762582074"",""692"",""128"",""2012"",""NA"",""65"",""1"",""20112"",""1"""
"7273,""  21.0491631833441  , 52.2781700625131  "",""RESTAURANT"",""2"",""89500"",""8017"",""0"",""-31.0316920045314"",""1629"",""163"",""2001"",""NA"",""28"",""1"",""15079"",""1"""
"7274,""  21.0446324396716  , 52.2716244700202  "",""PUB"",""1"",""180800"",""8099"",""1"",""18.2500247207802"",""1681"",""167"",""2006"",""NA"",""35"",""2"",""25146"",""1"""
"7275,"" 21.0230148091894  , 52.2388647223124    "",""PUB"",""3"",""150084"",""7926"",""0"",""-17.0892592259746"",""1632"",""162"",""2006"",""5"",""30"",""0"",""19706"",""0"""
"7276,"" 21.1616954197446  , 52.196265644352   "",""IT"",""6"",""67915"",""6994"",""0"",""0.750172748768366"",""706"",""137"",""2011"",""4"",""75"",""0"",""20016"",""0"""
"7277,"" 21.0010758656948  , 52.2317661254667    "",""RESTAURANT"",""6"",""499878"",""30224"",""1"",""24.9123856935447"",""6026"",""606"",""2009"",""2"",""52"",""0"",""65093"",""0"""
"7278,""  21.0754746956727  , 52.2764003689308  "",""IT"",""2"",""200202"",""4889"",""0"",""-5.69095186840737"",""470"",""94"",""2004"",""NA"",""66"",""1"",""497"",""0"""
"7279,"" 21.1538958054297  , 52.1862838077173   "",""CAFE"",""2"",""149611"",""7875"",""0"",""13.2535810253351"",""1597"",""182"",""2006"",""NA"",""31"",""2"",""20960"",""0"""
"7280,""  21.0449203613168  , 52.2952432522434  "",""IT"",""29"",""200029"",""5079"",""0"",""-5.33621863888633"",""499"",""104"",""2003"",""7"",""66"",""0"",""809"",""0"""
"7281,"" 21.0241275469533  , 52.226131737465    "",""RESTAURANT"",""5"",""499283"",""29517"",""0"",""59.9385754006402"",""5870"",""589"",""2013"",""NA"",""50"",""0"",""60180"",""1"""
"7282,""  21.0877786380867  , 52.270527340991  "",""CAFE"",""2"",""139300"",""8104"",""0"",""-0.41784070481474"",""1654"",""149"",""2012"",""NA"",""35"",""1"",""13069"",""1"""
"7283,"" 21.000695104409  , 52.2322003166145    "",""IT"",""5"",""113200"",""9010"",""0"",""1.96618193674125"",""896"",""178"",""2010"",""6"",""13"",""1"",""0"",""1"""
"7284,"" 21.1359201672329  , 52.1916294188867   "",""IT"",""53"",""242080"",""10215"",""0"",""-1.52708829988331"",""984"",""214"",""2003"",""12"",""338"",""2"",""981"",""1"""
"7285,"" 21.0192990776468  , 52.226102579888    "",""RESTAURANT"",""2"",""150034"",""7719"",""0"",""-13.6847074972471"",""1547"",""134"",""2006"",""5"",""37"",""1"",""0"",""0"""
"7286,"" 21.1853833163138  , 52.2102776426286   "",""RESTAURANT"",""2"",""149752"",""8019"",""0"",""-13.5138943267372"",""1599"",""160"",""2004"",""NA"",""29"",""0"",""14990"",""0"""
"7287,"" 21.01052539406  , 52.2265588252014    "",""IT"",""2"",""82900"",""13980"",""0"",""0.700665825098612"",""1396"",""285"",""2013"",""3"",""15"",""1"",""-1998"",""1"""
"7288,"" 21.0282227080064  , 52.2252923147287    "",""RESTAURANT"",""3"",""149930"",""8089"",""0"",""-15.9086096284948"",""1612"",""165"",""2006"",""3"",""30"",""3"",""0"",""0"""
"7289,"" 21.0037019512723  , 52.2359639262548    "",""IT"",""5"",""45600"",""15000"",""0"",""3.23037503751037"",""1488"",""287"",""2013"",""4"",""21"",""1"",""-3997"",""1"""
"7290,""  21.0944823772577  , 52.2750149978604  "",""CAFE"",""4"",""180400"",""8058"",""0"",""3.0125822344112"",""1593"",""157"",""2009"",""NA"",""27"",""0"",""0"",""1"""
"7291,""  21.0636750198388  , 52.2883639904973  "",""PUB"",""3"",""210800"",""7868"",""0"",""-15.409413862046"",""1618"",""146"",""2006"",""NA"",""31"",""0"",""27198"",""0"""
"7292,"" 21.1782868745178  , 52.2018629033747   "",""IT"",""52"",""282520"",""10047"",""1"",""-1.28415677112674"",""1082"",""183"",""2006"",""NA"",""357"",""1"",""927"",""0"""
"7293,"" 21.1709074575678  , 52.2041500894632   "",""IT"",""46"",""434020"",""9941"",""0"",""-3.44890536007817"",""974"",""220"",""2002"",""16"",""321"",""0"",""10101025"",""1"""
"7294,""  21.0538810492307  , 52.2857531467103  "",""IT"",""3"",""199622"",""4952"",""1"",""-6.80413277572571"",""494"",""106"",""2004"",""7"",""68"",""1"",""0"",""0"""
"7295,"" 21.0056312943234  , 52.2308219443169    "",""IT"",""6"",""31400"",""15040"",""0"",""3.56637553283001"",""1528"",""305"",""2010"",""5"",""22"",""1"",""0"",""1"""
"7296,"" 21.0047575952651  , 52.2253691080306    "",""RESTAURANT"",""4"",""499549"",""30096"",""0"",""13.4532834930168"",""6044"",""620"",""2012"",""NA"",""55"",""1"",""45036"",""1"""
"7297,""  21.0361858029617  , 52.292083042583  "",""IT"",""27"",""199656"",""4982"",""0"",""-4.44366153432626"",""494"",""95"",""2004"",""6"",""72"",""2"",""503"",""1"""
"7298,""  21.0798122615065  , 52.2817506718985  "",""CAFE"",""3"",""139800"",""8059"",""0"",""-2.05643770058302"",""1647"",""168"",""2007"",""NA"",""31"",""0"",""21168"",""0"""
"7299,"" 21.1507856641486  , 52.2097005070932   "",""IT"",""4"",""72957"",""6883"",""0"",""2.13716570845527"",""686"",""147"",""2012"",""2"",""86"",""2"",""20171"",""1"""
"7300,"" 21.0129640869289  , 52.2262282182416    "",""IT"",""4"",""64700"",""5950"",""1"",""0.0189896333445405"",""609"",""105"",""2013"",""6"",""14"",""0"",""-1994"",""1"""
"7301,"" 21.0086185021696  , 52.2386158965249    "",""IT"",""17"",""486250"",""36020"",""1"",""1.70854588195488"",""3627"",""715"",""2009"",""9"",""203"",""3"",""59935"",""1"""
"7302,"" 21.1664010878578  , 52.1804588122456   "",""RESTAURANT"",""3"",""151091"",""8034"",""0"",""-1.6804453043764"",""1673"",""166"",""2008"",""NA"",""32"",""0"",""17960"",""0"""
"7303,"" 21.0178584713875  , 52.2228600064479    "",""CAFE"",""3"",""150799"",""7941"",""0"",""-2.09045944738701"",""1578"",""143"",""2008"",""NA"",""29"",""0"",""0"",""0"""
"7304,"" 21.1387138705347  , 52.2009222267941   "",""PUB"",""2"",""150279"",""8084"",""1"",""7.9225558744432"",""1679"",""163"",""2003"",""6"",""25"",""0"",""19970"",""0"""
"7305,"" 21.1504299653303  , 52.2184522233019   "",""IT"",""3"",""85065"",""9817"",""0"",""1.14779300195087"",""991"",""161"",""2011"",""3"",""67"",""1"",""20141"",""0"""
"7306,"" 21.0190605259829  , 52.2271567139216    "",""IT"",""5"",""78900"",""12020"",""0"",""2.82813781435318"",""1218"",""245"",""2012"",""NA"",""13"",""3"",""0"",""1"""
"7307,""  21.0996062709601  , 52.2901330525032  "",""IT"",""31"",""199622"",""5022"",""1"",""-5.91565824624318"",""496"",""113"",""2000"",""6"",""77"",""1"",""0"",""0"""
"7308,""  21.0571760118869  , 52.2778976612282  "",""IT"",""4"",""199670"",""5094"",""1"",""-4.79058192357745"",""481"",""100"",""2002"",""11"",""67"",""0"",""1004"",""0"""
"7309,""  21.0970727544301  , 52.2830599648901  "",""CAFE"",""1"",""180300"",""7981"",""0"",""-5.79513981306318"",""1599"",""175"",""2004"",""NA"",""28"",""1"",""21079"",""1"""
